neural,[10],70,237.199573,0.236594,297,482,807,8,4,39,1637
neural,[10],80,270.18379,0.313373,309,41,1286,0,0,1,1637
neural,[10],90,302.851591,0.232993,302,269,1059,7,0,0,1637
neural,[10],100,252.85601,4.245851,292,397,892,12,2,42,1637
neural,[10],200,467.558749,0.22034,263,903,351,32,11,77,1637
neural,[10],300,680.342327,0.226891,268,997,321,38,0,13,1637
neural,[10],400,896.259441,0.236063,247,1105,223,59,0,3,1637
neural,[10],500,1109.744969,0.236573,270,936,390,36,0,5,1637
neural,[10],600,1324.104814,0.229886,228,1187,133,77,1,11,1637
neural,[10],700,1538.834932,0.212612,231,1138,157,66,9,36,1637
neural,[10],800,1752.039957,0.240074,238,1121,161,63,5,49,1637
neural,[10],900,1967.64205,0.228334,232,1183,131,70,4,17,1637
neural,[10],1000,2411.011341,4.166329,247,1125,173,55,8,29,1637
neural,[10],2000,4480.622312,0.238502,231,1191,120,73,6,16,1637
neural,[10],3000,6540.051729,0.222149,231,1205,114,78,1,8,1637
neural,[10],4000,8621.971102,0.248268,226,1213,106,79,5,8,1637
neural,[10],5000,10703.270585,0.236275,231,1219,102,78,1,6,1637
neural,[10],6000,12766.052184,0.246745,235,1221,101,75,0,5,1637
neural,[10],7000,14827.246783,0.238364,231,1208,109,75,4,10,1637
neural,[10],8000,16894.923422,0.246242,217,1218,93,84,9,16,1637
neural,[10],9000,18961.145939,0.228623,236,1201,111,68,6,15,1637
neural,[100],10,605.126753,16.50522,293,5,1339,0,0,0,1637
neural,[100],20,1134.581847,6.91033,293,7,1337,0,0,0,1637
neural,[100],30,1690.95394,5.443564,292,17,1325,1,0,2,1637
neural,[100],40,2268.561001,5.497305,293,14,1329,0,0,1,1637
neural,[100],50,2817.561099,5.708547,285,194,1146,8,0,4,1637
neural,[100],60,3353.074334,5.414114,293,25,1319,0,0,0,1637
neural,[100],70,3922.501691,5.371294,284,299,1041,9,0,4,1637
neural,[100],80,4558.133939,5.414451,280,247,1095,13,0,2,1637
neural,[100],90,5115.7184,5.896893,265,693,647,28,0,4,1637
neural,[100],100,3511.619806,14.977341,297,522,804,11,0,3,1637
neural,[100],200,6764.072801,6.42195,287,804,525,21,0,0,1637
neural,[100],300,10034.448216,5.67793,275,1065,262,33,0,2,1637
neural,[100],400,13336.552174,5.114345,287,839,483,21,0,7,1637
neural,[100],500,16727.768706,5.11696,254,1182,144,53,1,3,1637
neural,[100],600,19965.811784,6.738991,248,1205,122,58,2,2,1637
neural,[100],700,23252.102716,5.360839,281,954,366,26,1,9,1637
neural,[100],800,26583.048136,5.532547,255,1184,140,53,0,5,1637
neural,[100],900,29886.572206,6.815656,245,1202,127,62,1,0,1637

neural,[100],1000,27195.754112,18.189286,312,7,1315,3,0,0,1637
neural,[100],2000,51945.574125,8.102476,280,987,327,35,0,8,1637
neural,[100],3000,77066.390211,5.475594,301,457,820,13,1,45,1637
neural,[100],4000,102311.055827,5.712862,256,1129,190,59,0,3,1637
neural,[100],5000,127718.881805,6.467437,251,1163,155,63,1,4,1637

neural,"[100,50]",10,474.621685,15.253451,305,6,1323,0,0,3,1637
neural,"[100,50]",20,894.989418,4.380065,303,32,1298,2,0,2,1637
neural,"[100,50]",30,1358.746802,5.714814,304,18,1313,1,0,1,1637
neural,"[100,50]",40,1822.07581,4.318577,302,4,1328,3,0,0,1637
neural,"[100,50]",50,2293.006332,5.283152,304,9,1323,1,0,0,1637
neural,"[100,50]",60,2785.613788,4.275218,301,6,1326,4,0,0,1637
neural,"[100,50]",70,3271.509241,4.959575,303,56,1276,2,0,0,1637
neural,"[100,50]",80,3826.508702,3.942618,299,285,1039,6,0,8,1637
neural,"[100,50]",90,4273.905269,4.070434,296,438,891,8,1,3,1637
neural,"[100,50]",100,3037.793574,13.315786,292,270,1065,6,0,4,1637
neural,"[100,50]",200,5799.052842,3.674348,290,297,1042,8,0,0,1637
neural,"[100,50]",300,8560.52037,5.156809,289,6,1333,9,0,0,1637
neural,"[100,50]",400,11424.352701,4.988664,292,240,1099,6,0,0,1637
neural,"[100,50]",500,14294.6807,6.14511,285,476,863,13,0,0,1637
neural,"[100,50]",600,17158.738728,5.870472,282,562,777,16,0,0,1637
neural,"[100,50]",700,20006.743981,6.6109,275,734,605,23,0,0,1637
neural,"[100,50]",800,22812.474425,7.252655,269,784,555,29,0,0,1637
neural,"[100,50]",900,25633.924685,6.013417,274,748,590,24,0,1,1637
neural,"[100,50]",1000,27755.867164,15.21762,283,1000,306,29,2,17,1637

